,index,movie,names,reviews
177,177, inox national chandra metro mall virugambakkam , s v c , 4 months ago too costly food items you have to book the tickets online or from the ground floor you must carry a phone because the ticket message will be sent to it nor hard copy of tickets are provided more 
178,178, inox national chandra metro mall virugambakkam , ramkumar lenin , one of the worst theatre i ever see in my life after booking ticket for the show when we arrive to theatre the parking entry is restricted because it s full it s theatre s responsibility to arrange alternate parking but they never bother about us 
179,179, inox national chandra metro mall virugambakkam , girija d , they have changed the theatre ambience and it is much better than before the major problem is with price of food there is no food item less than 260 too pricey in regards to food one main advantage is if you a seat in budget row the more 
180,180, inox national chandra metro mall virugambakkam , vijayarajan ramanathan , went for transformers 3d all their 3d glasses were full of scratches full movie was blur even after changing glasses on interval nothing changed sound was bad it s time they renovate if u r planning for 3d movie never come here 
181,181, inox national chandra metro mall virugambakkam , calvin gowtham , speaking about the theatre it s got fabulous screens and very good sound system though the food items are very expensive and not that fresh too i d still give a 5 star for the ambience maintained so well 
182,182, inox national chandra metro mall virugambakkam , deepanraj selvaraj , 3 years ago theatre was ok but the snacks pricing was to high for a common man i won t refer this theatre for a middle class people 1litre of water bottle is charged 60 somosa was 120 and a plate of sweet corn is 100 a coffee was charged 150 you more 
183,183, inox national chandra metro mall virugambakkam , v loknath , the theatre was quite hood and clean with a clean atmosphere and the screen and seats were good and comfortable to sit through out the movie and the leg room of the seat is some what small for a tall person other than that it is good in more 
184,184, inox national chandra metro mall virugambakkam , gentry george , 4 years ago a decent theatre with multiple screens you have a ticket counter at the entrance itself the spacing between the front row and the screen is fair enough that you don t have to worry about tiltiy your neck the food are comparatively more 
185,185, inox national chandra metro mall virugambakkam , gayathri santosh , parking is really issue let s say you 11 55 am show you go early you park your vehicle get parking ticket and go to d mark in the ground floor if you do not purchase for more than rs 350 you pay rs 60 per hour then you go back to more 
186,186, inox national chandra metro mall virugambakkam , bashyam s , theatre experience is good but food experience worst malkudi coffee for 150rs are they getting it from aliens who needs a mug of coffee 
187,187, inox national chandra metro mall virugambakkam , sai srinivas kovvada , inox national theatre screen and sound was excellent quality satisfied with this negatives seats should be somewhat tight it may be difficult to sit 2 3 hrs movie better to change 
188,188, inox national chandra metro mall virugambakkam , shanmugarajan packirisamy , good ambiance but need improvement on screen quality 
